   179/299    0.858G   0.02344   0.01694         0   0.04039         3       640    0.9268    0.9174    0.9467    0.5584   0.02318   0.01155         0
   180/299    0.858G   0.02326   0.01701         0   0.04027         5       640    0.9237      0.91    0.9488    0.5586   0.02246   0.01139         0
   181/299    0.858G   0.02376   0.01739         0   0.04115         1       640    0.8972    0.9275    0.9525     0.564   0.02271   0.01125         0
   182/299    0.858G   0.02258   0.01613         0   0.03871        10       640     0.919    0.9073    0.9508      0.56   0.02296   0.01131         0
   183/299    0.858G    0.0232   0.01687         0   0.04007         3       640    0.8721    0.9549    0.9614    0.5655   0.02307   0.01094         0
   184/299    0.858G   0.02398   0.01801         0   0.04199        12       640    0.9176    0.9225     0.958    0.5547   0.02334   0.01095         0
   185/299    0.858G   0.02365   0.01721         0   0.04085         5       640    0.9005    0.9274    0.9474    0.5611   0.02273   0.01138         0
   186/299    0.858G   0.02321   0.01695         0   0.04015         3       640    0.9258     0.905    0.9484    0.5516   0.02347    0.0115         0
   187/299    0.858G   0.02364   0.01655         0   0.04019         1       640    0.9156    0.9223    0.9501    0.5509   0.02304   0.01128         0
   188/299    0.858G   0.02331    0.0174         0   0.04071         6       640    0.9156    0.9223    0.9535    0.5578   0.02345   0.01138         0
   189/299    0.858G   0.02294   0.01734         0   0.04029         4       640    0.9266    0.9149    0.9576    0.5596   0.02335   0.01143         0
   190/299    0.858G   0.02347   0.01708         0   0.04055         0       640    0.9029      0.93    0.9599    0.5596   0.02326   0.01121         0
   191/299    0.858G   0.02317   0.01665         0   0.03982         5       640    0.9065    0.9225    0.9596    0.5559   0.02351   0.01135         0
   192/299    0.858G   0.02294   0.01663         0   0.03957         2       640    0.9302       0.9    0.9616    0.5625   0.02326   0.01108         0
   193/299    0.858G   0.02258   0.01705         0   0.03963        11       640    0.9234     0.905    0.9618    0.5681   0.02284    0.0112         0
   194/299    0.858G   0.02295   0.01663         0   0.03957         4       640    0.9117      0.93    0.9588    0.5614     0.023   0.01125         0
   195/299    0.858G   0.02324   0.01714         0   0.04039         8       640    0.9186    0.9325    0.9553    0.5584   0.02296    0.0114         0
   196/299    0.858G   0.02278   0.01755         0   0.04033         5       640    0.8997    0.9425    0.9566    0.5646   0.02279   0.01116         0
   197/299    0.858G   0.02342   0.01749         0    0.0409         3       640    0.9073      0.93    0.9593    0.5614   0.02309   0.01106         0
   198/299    0.858G   0.02286   0.01678         0   0.03964         3       640    0.9091    0.9249     0.951    0.5551   0.02298   0.01155         0
   199/299    0.858G   0.02237   0.01684         0    0.0392         6       640     0.916    0.9274    0.9539    0.5535   0.02308   0.01157         0
   200/299    0.858G   0.02269   0.01629         0   0.03898         4       640     0.924    0.9125    0.9472    0.5541   0.02301   0.01147         0
   201/299    0.858G   0.02281   0.01691         0   0.03972         1       640    0.9127     0.915    0.9562    0.5566   0.02305   0.01147         0
   202/299    0.858G   0.02278   0.01596         0   0.03874         3       640    0.9039    0.9175    0.9625    0.5632   0.02295   0.01129         0
   203/299    0.858G   0.02301   0.01662         0   0.03963         3       640    0.9262    0.9098    0.9613    0.5677   0.02282   0.01118         0
   204/299    0.858G   0.02237   0.01639         0   0.03876         8       640    0.9171    0.9121     0.963    0.5715    0.0227   0.01098         0
   205/299    0.858G   0.02286   0.01657         0   0.03943         3       640    0.9091     0.925    0.9599    0.5667   0.02259    0.0113         0
   206/299    0.858G   0.02291   0.01701         0   0.03993         7       640    0.9301       0.9     0.958    0.5612   0.02291    0.0113         0
   207/299    0.858G   0.02286   0.01704         0    0.0399         3       640    0.9069    0.9249    0.9578    0.5659   0.02276   0.01118         0
   208/299    0.858G   0.02259   0.01667         0   0.03926         4       640    0.9125    0.9124    0.9504    0.5596   0.02328   0.01163         0
   209/299    0.858G   0.02241   0.01633         0   0.03874         0       640    0.9175    0.9173    0.9541    0.5612   0.02314   0.01142         0
   210/299    0.858G   0.02258   0.01611         0   0.03869         4       640    0.9024     0.925    0.9514    0.5623   0.02291   0.01134         0
   211/299    0.858G   0.02215   0.01624         0   0.03839         2       640    0.9318    0.9225    0.9556    0.5567   0.02299   0.01148         0
   212/299    0.858G   0.02303    0.0171         0   0.04013         1       640    0.9029      0.93    0.9459    0.5545    0.0229    0.0115         0
   213/299    0.858G   0.02272   0.01637         0   0.03909         3       640    0.9173     0.915    0.9536    0.5509   0.02289   0.01152         0
   214/299    0.858G   0.02223   0.01613         0   0.03835         5       640    0.9112     0.925    0.9543    0.5574     0.023   0.01148         0
   215/299    0.858G    0.0222   0.01687         0   0.03907         5       640    0.9029      0.93    0.9551    0.5583   0.02253   0.01133         0
   216/299    0.858G   0.02306    0.0169         0   0.03997        10       640    0.9117     0.905    0.9552    0.5655   0.02267   0.01142         0
   217/299    0.858G   0.02259   0.01653         0   0.03913         5       640    0.9064    0.9199     0.955    0.5537   0.02304   0.01154         0
   218/299    0.858G    0.0219   0.01626         0   0.03816         6       640    0.9372    0.8949    0.9615    0.5643   0.02292   0.01113         0
   219/299    0.858G   0.02248   0.01608         0   0.03855         5       640    0.9091    0.9248    0.9567    0.5643   0.02292   0.01142         0
   220/299    0.858G   0.02262   0.01661         0   0.03924         4       640    0.9196     0.915    0.9545    0.5652   0.02272   0.01143         0
   221/299    0.858G   0.02316   0.01693         0   0.04009         9       640    0.9231    0.9075    0.9529    0.5585   0.02282   0.01166         0
   222/299    0.858G   0.02196   0.01626         0   0.03823         9       640    0.9299    0.8949    0.9583    0.5634   0.02283   0.01141         0
   223/299    0.858G    0.0227   0.01637         0   0.03908        11       640    0.8981    0.9249    0.9572    0.5695   0.02273   0.01131         0
